case_id,source,sample_id,stock_code,short_name,field_id,metric_name_cn,candidate_value,candidate_unit,candidate_source_page,value_extraction_method,llm_decision,llm_confidence,negative_category,do_not_write_rule,auto_gate_policy,reason,evidence_snippet,alias_suggestion
NEG0215,deepseek_priority_review_top500,R054,,,G_Q_004,女性董事人数,20,人,66;128,text_rule,reject,0.98,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据显示2025年女性董事占比22.2%，董事会总人数9人(6非独立+3独立)，女性董事为2人(9*22.2%)，候选值20人无依据。,"2025年度环境、社会和公司治理(ESG)报告 附录 • 治理范畴 指标 单位 2024 2025 指标 单位 2024 2025 按教育背景划分 博士 人 5 3 治理策略与治理架构 研究生 人 3 5 党建引领 本科 人 1 1 党委会会议次数 次 / 10 独立董事占比 % 33.3 33.3 党支部数量 个 / 81 非独立董事人数 人 6 6 党员数量 人 / 1,884 女性董事占比 % 11.1 22.2 党委会审定议题 项 / 20 高级管理层构成 高管人数 人 9 5 前置研究讨论重大经营管理事项 项 / 11 按性别结构划分 男性 人 7 5 董事会及高管 女性 人 2 0 会议召开情况 股东会 次 3 5 按年龄结构划分 30岁-50岁（含） 人 3 3 董事会 次 13 12 50岁以上 人 6 2 审计委员会 次 5 5 高层年龄标准差 岁 / 7.73 提名委员会 次 1 5 董事会成员平均任期 年 / 0.83 薪酬与考核委员会 次 6 1 独立董事任期超过6年的",
NEG0216,deepseek_priority_review_top500,R055,,,E_Q_006,综合能源消耗量,727,吨标煤,39;72,text_rule,reject,0.96,component_not_total,只披露分项、明细、局部口径时，不能自动当作总量或综合指标写回。,block_auto_sum_and_route_to_deepseek,证据中'727吨标煤'是全年降低的能源消耗量(节能量)，而非综合能源消耗总量，指标口径不符。,"东风科技 2025 年度环境、社会和公司治理报告 绿脉恒昌 永续生态 2025年 焕活资源 润养山河 公司全年实现降低能源消耗 公司坚持绿色低碳发展,聚焦水资源高效利用、清洁能源转型与物料循环利用,持续提升资源效能。严格遵守环保 727 吨标煤 法规,强化废水、废气全流程管控,实现达标排放；规范固废分类处置与资源化利用,以精细化环境管理守护生态绿 色发展。 公司万元产值能耗增减率目标为相对于2024年下降 实际相对于2024年下降了 1.2 4.7 % % 提升资源效能 水资源管理 公司严格遵循《中华人民共和国水法》《地表水环境质量标准》等法律法规及标准要求,动态识别水资源管理风险, 物料管理及循环利用 并落实针对性管控措施。 公",
NEG0217,deepseek_priority_review_top500,R055,,,E_Q_012,废弃物产生总量,8615.10,吨,4;2,text_rule,reject,0.97,project_or_case_value_not_company_total,项目、案例、减排成效或绿色项目数值不能等同公司报告期总量。,auto_reject_or_require_company_total_evidence,"证据中的8,615.10吨是全年减少的二氧化碳排放量，属于温室气体减排指标，而非废弃物产生总量，指标口径不符。","科技革命和产业变革加速融合,绿色发 响应国家“双碳”目标,我们编制发布碳达峰碳中和行动计划,将绿色发展要求纳入企业经营KPI考核,形成全流程、 展、责任经营成为行业高质量发展的核心命题。作为汽车零部件领域的深耕者与创新者,东风科技始终秉持“成为 一体化的环保低碳管理体系。我们大力推进能源结构转型,建成分布式光伏发电系统,非化石能源占比提升至 汽车新技术的价值贡献者”的使命,将ESG理念深度融入企业发展战略全局,以治理固本、以社会聚力、以生态筑 15.92%,万元工业总产值能耗较基准年稳步下降；深化资源循环利用,实现一般固废综合利用率超96%、危险废物 底,在践行可持续发展的道路上步履坚定,与全体利益相关方携手同行,交出了一份兼具责任与实力的年度答卷。 合规处置率100%,废水、废气全面达标排放；积极培育绿色制造生态,打造绿色工厂、构建绿色供应链,全年减少二 氧化碳排放8,615.10吨,以实际行动践行生态保护责任,推动产业与自然和谐共生。 这一年,我们以治理强基,筑牢企业发展的根本保障。 行而不辍,未来可期。当前,汽车产业的变革浪潮仍在奔涌,绿色化、智能化、国际化成为行业发展的必然趋势,这既 始终坚持党建引领与公司治理深度融",
NEG0218,deepseek_priority_review_top500,R055,,,E_Q_013,危险废弃物产生量,8615.10,吨,4;2,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中的8615.10吨是绿色工厂全年减少的二氧化碳排放量，与危险废弃物产生量指标口径不符。,"绿色发 响应国家“双碳”目标,我们编制发布碳达峰碳中和行动计划,将绿色发展要求纳入企业经营KPI考核,形成全流程、 展、责任经营成为行业高质量发展的核心命题。作为汽车零部件领域的深耕者与创新者,东风科技始终秉持“成为 一体化的环保低碳管理体系。我们大力推进能源结构转型,建成分布式光伏发电系统,非化石能源占比提升至 汽车新技术的价值贡献者”的使命,将ESG理念深度融入企业发展战略全局,以治理固本、以社会聚力、以生态筑 15.92%,万元工业总产值能耗较基准年稳步下降；深化资源循环利用,实现一般固废综合利用率超96%、危险废物 底,在践行可持续发展的道路上步履坚定,与全体利益相关方携手同行,交出了一份兼具责任与实力的年度答卷。 合规处置率100%,废水、废气全面达标排放；积极培育绿色制造生态,打造绿色工厂、构建绿色供应链,全年减少二 氧化碳排放8,615.10吨,以实际行动践行生态保护责任,推动产业与自然和谐共生。 这一年,我们以治理强基,筑牢企业发展的根本保障。 行而不辍,未来可期。当前,汽车产业的变革浪潮仍在奔涌,绿色化、智能化、国际化成为行业发展的必然趋势,这既 始终坚持党建引领与公司治理深度融合,坚守“两个一以贯之”,完",
NEG0219,deepseek_priority_review_top500,R055,,,S_Q_001,员工总数,213,人,46;86,text_rule,reject,0.0,component_not_total,只披露分项、明细、局部口径时，不能自动当作总量或综合指标写回。,block_auto_sum_and_route_to_deepseek,证据中的213人是帮扶困难员工人数，不是员工总数。,"% 100 100 50岁以上 人 1,038 939 港澳台员工 % 0 / 按区域划分： 海外员工 % 0 / 中国大陆员工 人 4,048 4,303 雇佣童工的现象 起 0 0 港澳台员工 人 0 / 员工参与民主管理活动频次 次 81 74 海外员工 人 0 / 员工参与民主管理活动占比 % 65.92 65.74 按专业构成划分 帮扶困难员工投入资金 万元 29.36 36.98 生产人员 人 2,367 2,612 慰问金投入 万元 229.96 437.08 销售人员 人 159 164 帮扶困难员工人数 人 238 213 技术人员 人 957 889 重大事故隐患 处 0 0 财务人员 人 135 99 公司安全生产费用合计 万元 6,909 6,605 行政人员 人 430 539 从业人员职业伤害保险投入 万元 253.24 231.01 新入职员工人数 人 106 154 从业人员职业伤害保险覆盖率 % 100 100 男性 人 78 129 安全生产责任险投入金额 万元 26 2.05 女性 人 28 25 安全生产责任险人员投保率 % 8.3 0.8 劳动合同签订率 % 100 100 安全环",
NEG0220,deepseek_priority_review_top500,R055,,,G_Q_009,反腐败培训人数或次数,43,人次,47;88,text_rule,modify,1.0,correctable_but_not_negative,证据支持但需修正值或单位，应进入modify流程，不纳入硬负样本。,allow_modify_only_when_confident,"证据中反腐倡廉培训参训人次/员工参与反腐廉洁培训人次均为5,828人次，候选值43是著作权总量，应修正为5828。","159 153 治理范畴 实用新型专利申请数量 件 24 31 外观设计专利申请数量 件 3 0 指标 单位 2025年 2024年 授权专利数量 件 89 107 党委会会议次数 次 27 24 发明专利授权数量 件 67 70 党支部数量 个 68 67 实用新型专利授权数量 件 22 29 党员数量 人 1,571 1,589 外观设计专利授权数量 件 0 8 党委会审定议题 项 256 231 有效专利总量 件 816 606 前置研究讨论重大经营管理事项 项 105 96 商标权总量 件 53 53 反腐廉洁培训时长 小时 408 312 著作权总量 件 43 42 员工参与反腐廉洁培训时长 小时 408 312 软件著作权总量 件 43 42 反腐倡廉培训参训人次 人 6,691 5,828 每百万营收有效专利总量 件/百万元 1.06 0.87 员工参与反腐廉洁培训人次 人 6,691 5,828 每百万营收商标权总量 件/百万元 0.07 0.08 接受反商业贿赂及反贪污培训的董事百分比 % 100 100 每百万营收著作权总量 件/百万元 0.06 0.06 接受反商业贿赂及反贪污培训的管理层人员百分比 %",
NEG0221,deepseek_priority_review_top500,R055,,,G_Q_009,反腐败培训人数或次数,4,次,48;90,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中的4场次是守法合规培训场次，不是反腐败培训次数。,"东风科技 2025 年度环境、社会和公司治理报告 附录 指标 单位 2025年 2024年 索引 重大或重要的内控缺陷数量 个 0 0 章节题目 《央企ESG指标体系》 交易所指引 守法合规培训场次 场次 10 4 党建铸魂,清风正气 G1.1、G2.2 第五十五条 守法合规培训时长 小时 13 5.5 治理篇：持正兴 治理为基,笃行致远 G1.2、G1.3、G2.1、G5.1、G5.2 / 守法合规培训人次 人次 340 342 邦,治理固本 崇德尚信,以诚立企 G2.2、G3.1、G3.2、G4.1、G4.2、G5.1 第五十三条、第五十四条 报告期内因公司不正当竞争行为导致诉讼 万元 0 0 或重大行政处罚的涉案金额 凝心聚力,护航成长 S1.1、S1.2、S1.3、S1.4、S1.5 第四",
NEG0222,deepseek_priority_review_top500,R055,,,G_Q_010,腐败或违规案件数量,20,次,19;32,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据文本中的“2 20 次”无法明确支持腐败或违规案件数量为20次，上下文模糊且可能指向其他事项（如股东会议案），指标口径不符。,"东风科技 2025 年度环境、社会和公司治理报告 持正兴邦 治理固本 2025年 崇德尚信 以诚立企 公司召开股东会 审议并通过 公司严格遵守资本市场监管要求,健全投资者关系、股东权益保护、信息披露等管理机制,畅通沟通渠道,平等保障各 2 20 次 项议案（含通报事项） 类股东合法权益。坚持合规经营,完善内控与监督体系,强化反商业贿赂、反贪污工作,以规范透明的治理与廉洁务实 的作风,切实维护公司及全体投资者利益。 投资者关系 规范信息披露 公司严格执行和落实《投资者关系管理制度》,公司董事会办公室是公司投资者关系管理工作直接负责机构。董事 长是公司投资者关系管理工作第一责任人；董事会秘书负责组织和协调投资者关系管理工作；证券事务代表应配 公司已建立《信息披露管理制度》《内幕信息知情人登记制度》等规章制度,明确信息披露管理要求与工作流程,保 合、协助董事会秘书做好以上相关工作。 障信息披露工作合法合规、规范开展。 公司在编制、披露年度定期",
NEG0223,deepseek_priority_review_top500,R057,,,G_Q_002,独立董事人数,1,名,9;14,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据显示独立董事人数为4名（“独立董事 4名”），与候选值1名不符。,北京同仁堂股份有限公司 ESG 环境、社会和治理报告 关于同仁堂 ����年ESG亮点 ESG治理 公司治理层面 董1事1会共有 4独立董事 3占比6为.36% 6女性董事 5占比4为.55% 董事会是 ESG 事宜（含医疗 将 ESG 风险管理融入公司整体 其中 保健、商业道德问题等）的最 风险管理流程中 名成员 名 名 高责任机构； 100% 商业道德宣贯 社会层面 覆盖率达 产1品0质0量培%训员工覆盖率达 股份公司大兴分厂、前处理分厂、药酒厂 环境层面 质量检验科拥有CNAS实验室认证证书 股份公司大兴分厂被评 已通过 GB/T�����-����/IS������:���� 为北京市“绿色工厂” 环境管理体系认证 已通过GB/T���,
NEG0224,deepseek_priority_review_top500,R057,,,G_Q_004,女性董事人数,1,名,9;14,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据显示女性董事人数为6名（“女性董事 6名”），与候选值1名不符。,北京同仁堂股份有限公司 ESG 环境、社会和治理报告 关于同仁堂 ����年ESG亮点 ESG治理 公司治理层面 董1事1会共有 4独立董事 3占比6为.36% 6女性董事 5占比4为.55% 董事会是 ESG 事宜（含医疗 将 ESG 风险管理融入公司整体 其中 保健、商业道德问题等）的最 风险管理流程中 名成员 名 名 高责任机构； 100% 商业道德宣贯 社会层面 覆盖率达 产1品0质0量培%训员工覆盖率达 股份公司大兴分厂、前处理分厂、药酒厂 环境层面 质量检验科拥有CNAS实验室认证证书 股份公司大兴分厂被评 已通过 GB/T�����-����/IS������:���� 为北京市“绿色工厂” 环境管理体系认证 已通过GB/T�����-����/IS������,
NEG0225,deepseek_priority_review_top500,R057,,,G_Q_004,女性董事人数,4,人,17;30,text_rule,reject,0.0,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据显示女性董事人数为6名（“女性董事 6名”），与候选值4人不符。,"、主动性、诚实守信”的原则,依法履行信息披露义务,主动、诚信地开展投资者关系管理活动, 进一步增强全体股东,特别是中小股东的权益保障。 并平等对待所有投资者,尤其是为中小投资者参与活动创造机会、提供便利。 截至报告期末 投资者沟通方式与渠道 公司董事会共有 其中独立董事 占比为 11 4 36.36% 主动召开业绩说明会,由董事长、董事、总经理、总会计师、董事会秘书以及各位独立董事就年度业绩、业务 发展现状及未来展望等与投资者深入交流； 名成员 名 定期召开股东会,中小股东有权对公司经营和相关议案提出建议或问询； 女性董事 占比为 6 54.55% 接待中小股东、机构投资者、基金经理、分析师到公司现场参观和座谈沟通； 名 通过“上证e互动”平台、热线电话、电子邮箱等多渠道和平台,与投资者建立常态化沟通,切实保障投资者 高级管理人员 其中女性 4 1 知情权； 除上述董事会成员外 公司另有 拓宽信息披露媒介,通过公司官方微信公众号、公司官网、公告等形式进行全方位的信息披露,保障信息公 人 人 开透明。 董事会构成情况 姓名 职务 性别 年龄 任职 报告期内,公司共举办 � 次股东会,累计参会人数千余人次;共接待 �� 次机构调",
NEG0226,deepseek_priority_review_top500,R058,,,E_Q_010,循环用水量,8,万立方米,47;90,text_rule,reject,0.0,project_or_case_value_not_company_total,项目、案例、减排成效或绿色项目数值不能等同公司报告期总量。,auto_reject_or_require_company_total_evidence,证据中'新建8万立方米中水储池'等描述为案例项目口径，非公司总量循环用水量，指标口径不匹配。,"略的顶层设计与统筹部署 训,增强全员节水意识 资源调配并任命管理者代表 2025年,各下属经营单位围绕水质提升、系统改造、废水回收、节水降耗、精细管控五大维度,全面实施全厂区多环节水 资源优化技改工程,覆盖冷循环水、冷却水、工业废水、煤矿污水等多类水体处理,推进冷却塔、汽机循环水、车间循环 统筹日常协调与过程管控 水等系统升级,落地污水回用、浓水回收、反洗用水降耗等节水举措,提升水资源利用效率、降低用水成本,筑牢水资源 安环部门负责废水排放全流程合规管理,碳资产管理员监控取水总量、 精细化管理基础。 新鲜水复用率、中水回用率等核心指标 案例 将二矿中水冬储夏用节水项目 按耗水特性差异化管控 战略与可持续发展 委员会 电力、矿业等板块设立专门节水领导小组,非高耗 将二矿针对夏季绿化用水缺口大、冬季中水无法储存的痛点,实施 水企业将节水管理纳入节能管理领导小组,均负责 ESG推动工作 中水“冬储夏用”节水项目。项目采用AO+MBR膜一体化工艺处理 办公室 取水量管控、废水达标排放、计量器具配置及节水 园区生活污水,新建8万立方米中水储池,将冬季10万立方米中水 项目落地等基层工作 储存后,于夏季用于绿化、洒水降尘,年节约新鲜水1",
NEG0227,deepseek_priority_review_top500,R058,,,S_Q_011,研发投入金额,534,亿元,27;50,text_rule,reject,0.0,unit_or_value_type_mismatch,数值类型或单位与指标定义不匹配时，禁止写回，需修正或复核。,require_unit_value_type_check,证据明确显示'研发投入合计 534 亿元'，但候选单位'亿元'与expected_unit'CNY'存在口径差异；且单位为亿元，数值534若为亿元则与候选一致，但需确认是否应为534亿元而非534 CNY。,"：TBQM：指TBEA Quality Management,即特变电工质量管理 水准。 1000kV特高压低噪声电抗器 治理 指标与目标 质量管理架构 研发创新 公司构建了权责清晰、协同高效的质量管理决策与监督体系,成立以董事长为最高管理者的质量管理委员会,作为质量工 报告期内 作的最高决策机构,统筹规划质量管理体系建设,确定组织架构与职责分工,制定质量方针,决策重大事项,为质量管理 47.85 4.92 工作提供战略引领与资源支持；下设办公室作为常设机构,负责组织推动质量管理委员会的日常工作,保障质量管理体系 研发投入合计 亿元,占营业收入比例约 % 有效运行,落实公司质量管理战略目标。 534 155 新增授权专利 项,其中发明专利 项 质量管理制度 截至报告期末 48 共有高新技术企业 家 公司严格遵循《中华人民共和国产品质量法》等法律法规,制定公司级纲领性文件《TBQM质量宪章》,指导各经营单位质 量管理体系建设。该质量宪章是公司结合国际先进质量管理标准、标杆企业成功实践及公司自身30多年质量管理经验,对 3,322 1,021 累计有效授权专利 项,其中发明专利 项（含公司并购企业） 质量管理的高度凝炼。各经营单",
NEG0228,deepseek_priority_review_top500,R059,,,S_Q_012,研发人员数量,32,人,37,text_rule,reject,0.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中32为'雇员平均受训时数'，非'研发人员数量'，指标不匹配。,"ESG关键雇佣数据 B:社会 员工培训 员工雇佣 发展与培训 2025年 ESG指标 人数 比例 总受训雇员百分比 100% 员工总数 202 100% 岗位划分 B3.1按性别及 按性别划分-男性雇员受训百分比 100% 生产人员 - - 雇员类别划分 按性别划分-女性雇员受训百分比 100% 的受训雇员百 销售人员 - - 分比 按雇员类别划分-高级管理层雇员受训百分比 100% 财务人员 - - 按雇员类别划分-中级管理层雇员受训百分比 100% 技术人员 - - 按雇员类别划分-普通员工雇员受训百分比 100% 行政人员 - - 员工保障与福利 雇员平均受训时数（小时） 32 总部及长三角 100% 劳动合同签约覆盖率 福建区域 100% B3.2按性别及 按性别划分-男性员工平均受训时数（小时） 32.6 雇员类别划分, 西北区域 100% 按性别划分-女性员工平均受训时数（小时） 31.9 每名雇员完成 总部及长三角 100% 受训的平均时 按雇员类别划分-高级管理层平均受训时数（小时） 13 员工廉洁从业签约覆盖率 福建区域 100% 数 西北区域",
NEG0229,deepseek_priority_review_top500,R060,,,G_Q_009,反腐败培训人数或次数,17,场,18;17,text_rule,reject,0.95,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据仅提及组织了多场培训，但未给出具体的反腐败培训人数或次数，无法支持候选值17场。,"立了全员参与风险管理的企业文化,促进公司风险管理水平不断提 升。公司子公司湘财证券建立了风险管理培训机制,对管理岗位员 工进行风险识别、风险评估等风险管理能力培训；要求各分支机构 定期对证券经纪人进行业务合规培训,并及时向合规管理总部报告 本部门的合规运行状况。湘财证券经纪人均已按证券、基金业协会 要求完成 2025 年度的后续培训、执业前必须经过 60 小时的在线培 训,2025 年组织了多场现场培训和视频培训,涉及公司制度、合规 管理、知识技能等。 17",
NEG0230,deepseek_priority_review_top500,R063,,,S_Q_004,员工培训总时长,113,小时数,108;107,text_rule,reject,0.9,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,候选值113对应证据中“职工人均培训小时数”，而非指标要求的“员工培训总小时数”，口径不符。,"广州发展集团股份有限公司2025年度可持续发展报告 指标附录--主要培训指标 2025年培训发展主要培训指标 女职工培 职工人均培训小时数(小时) 培训费 培训项 累计培训 职工培训总 男职工培训 培训履 企业简称 培训人次 训总小时 用（万 数 天数 小时数 总小时数 人均培训 男职工人均 女职工人均 盖率(%) 数 元） 小时数 培训小时数 培训小时数 广州发展 113 3,134 822.88 6,583 3,522 3,061 32.75 30.63 35.59 61.37 100 电力集团 672 10,679 8,991.94 71,935.50 66,335.90 5,599.60 37.02 39.42 21.54 101.",
NEG0231,deepseek_priority_review_top500,R063,,,G_Q_002,独立董事人数,20.33,人,36;35,text_rule,reject,1.0,wrong_metric_or_context,候选数字属于其他指标、其他上下文或口径不匹配，禁止写回目标指标。,auto_reject_candidate,证据中的“20.33”是独立董事现场工作天数，不是独立董事人数，指标口径不符。,"广州发展集团股份有限公司2025年度可持续发展报告 2025 85.7 14.3 0 42.9 57.1 67 33 0 20 80 2024 85.7 14.3 0 28.6 71.4 80 20 0 20 80 2023 85.7 14.3 0 28.6 71.4 75 25 0 0 100 公司独立董事为能源专业领域、会计财务管理、法律等方面的专家或专业人 士。2025 年,公司独立董事现场工作时间平均 20.33 天,通过现场参会、项目 现场调研、电话、邮件等方式与公司董事、高级管理人员保持长效沟通,提出专 业意见和建议；对公司关联交易、担保、年度利润分配、募集资金使用与存放等 重要事项进行了审核并发表意见,明确自身责任和义务,切实维护全体股东尤其 是中小股东权益。 董事长直接参加社会责任相关事宜,担任安全健康与环保管理委员会主任, 是公司安全生产第一责任人,并对公司一个会计年度内累计额1,000万元以",
NEG0232,deepseek_priority_review_top500,R065,,,S_Q_011,研发投入金额,396,亿元,19;35,text_rule,modify,1.0,correctable_but_not_negative,证据支持但需修正值或单位，应进入modify流程，不纳入硬负样本。,allow_modify_only_when_confident,证据图表中2025年研发投入显示为3.96亿元，候选值396亿元存在量级错误，应修正为3.96。,"同方股份有限公司｜2025环境、社会及治理(ESG)报告 科技同方｜引领创新之先 案例 CT安检技术斩获中国专利金奖 指标与目标 同方威视“一种行李物品CT安 公司以科技创新赋能产业转型升级,在关键核心技术攻关与高端产品创新领域成果丰硕,多项技术与产品成功实现国 检系统及其探测器装置”专利荣 产化替代或填补领域空白,为行业高质量可持续发展注入强劲动力。 获第二十五届中国专利金奖, 成为本届核技术应用领域唯一金 奖。该系统已广泛应用于国际邮 研发投入（亿元） 新增发明专利（个） 15 15 件、快件、跨境电商等行包货物 396 实时验放场景,成果覆盖国内海 13 关、民航及海外数十个国家,为 299 全球跨境行包智慧监管提供“中 260 国方案”。 荣获中国专利金奖 案例 高纯锗γ谱仪入选能源领域首台（套）重大技术装备名单 2023 2024 2025 2023 2024 2025 2025年1月,国家能源局正式公布第四批能源领域首台（套）重大技术装备名单,同方威视RM0200GA高纯 锗γ谱仪成功入选。同方威视与清华大学经过10余年的科技攻关,成功突",
NEG0233,deepseek_priority_review_top500,R066,,,E_Q_006,综合能源消耗量,5.61,千瓦时,38,text_rule,reject,0.9,component_not_total,只披露分项、明细、局部口径时，不能自动当作总量或综合指标写回。,block_auto_sum_and_route_to_deepseek,证据中'5.61亿千瓦时'为全年水力及光伏发电总量，并非企业综合能源消耗量，指标口径不符且单位量纲冲突（亿千瓦时 vs 千瓦时）。,"应对气候变化,助力“双碳”目标 作为“绿色能源”的水力发电公司,公司立足主责主业,定位“清洁高效、安全节能”,坚持绿色可持续发展理念。大力推 进温室气体减排、清洁能源替代、气候风险管理、绿色技术创新。努力提高水力发电量,持续推动光伏发电站建设和电能替 代,积极服务用户侧储能项目建设,减少全社会化石能源消耗,推动国家“双碳”目标的实现。 碳核查,开启低碳转型新征程 公司科学应对气候变化、积极推动“双碳”目标纳入核心战略,建立并完善了覆盖主要清洁 累计减排二氧化碳当量： 能源项目的碳核算与盘查体系。报告期内,重点对水力和自有光伏发电项目展开核算,全年 发电总量达5.61亿千瓦时,相较于传统化石能源发电,实现了51.04万吨二氧化碳当量的 51.04 万吨 温室气体减排,以清晰的量化成果彰显了清洁电力的实质环境价值,为公司参与全国碳市场、 持续优化减排路径筑牢了坚实的数据基石。 报告期内,公司重点推进2025年度",
NEG0234,deepseek_priority_review_top500,R066,,,S_Q_018,数据泄露或信息安全事件数量,5533,件,59,text_rule,reject,0.95,candidate_not_supported,证据文本未直接支持候选值，禁止写回；只能保留为no_candidate或继续召回。,auto_reject_candidate,证据明确写明'报告期内，公司未发生客户隐私泄露事件'，事件数量应为0件，候选值5533件与证据严重不符，且5533为页面页码。,"12项,对12345、12398投诉工单实行提级管控,坚持“有意见、必核查” 的原则,持续提升投诉处置质效。 客户投诉解决率 100% 强化信息防护,保障客户隐私 公司高度重视客户隐私和信息安全保护工作,明确要求全体员工严格规范涉及客户隐私资料 的管理和使用行为。严格按照《档案管理制度》《营销专业网络与信息安全管理工作办法》 等相关制度要求开展客户隐私保护工作,实行系统账号专人专用、严格信息查阅审批流程, 对客户信息采集、存储、使用和查阅进行规范管理,实现营销专业网络安全可控、能控、在控。 报告期内,公司未发生客户隐私泄露事件。 环环境境、、社社会会和和公公司司治治理理报报告告 5533",
NEG0235,deepseek_priority_review_top500,R068,,,S_Q_001,员工总数,170,人,5;9,text_rule,modify,0.95,correctable_but_not_negative,证据支持但需修正值或单位，应进入modify流程，不纳入硬负样本。,allow_modify_only_when_confident,证据原文为'上汽集团在全球拥有在职员工17万人'，候选值170人遗漏了数量级'万'，应修正为原始报告口径17万人。,"乘用车 紧密零部件 信息公开 信息透明 商用车 独立供应零部件 投资者关系管理 国有资产保值增值 移动出行和服务 金融 工作会议及汇报 主营 合规经营管理 公司调研 汽车产业链服务 产业金融投资 依法纳税 业务 政府及监督机构 座谈交流 出行服务 汽车金融服务 落实“双碳”行动 政企合作 安全生产 促进就业 国际经营 创新科技 乡村振兴 国际商贸 电动智能网联“新赛道” 经销商年会 海外运营 相关核心技术 诚信经营 采购委员会 合作伙伴 共同成长 合规检查 18 互利共赢 参与行业标准制定 目前,上汽集团在全球拥有在职员工 万人,已初步建成集研发、制造、营销、金融、物流等为一体的面向全球 参与行业协会等研讨交流 170 市场的汽车产业链,产品和服务遍布全球 多个国家及地区。 职工代表大会 职业健康安全 员工座谈会 合法权益 企业文化 员工 满意度调查 薪酬福利 合理化建议 培训发展 员工培训教育 愿景 使命 引领绿色科技 逐梦精彩出行 参与社区建设 开展公益志愿活动 社区 公益慈善事业 助力乡村振兴 价值观 用户为本 伙伴共进 创新致远 共建和谐社会 08 09",
NEG0236,deepseek_priority_review_top500,R068,,,G_Q_002,独立董事人数,2.0,人,8,text_rule,needs_review,0.6,ambiguous_needs_review,模型无法判定或证据存在多义性，生产流程默认不写回。,do_not_write_without_stronger_evidence,证据仅提及'聘任女性独立董事'，未明确董事会独立董事总人数，无法确认独立董事人数是否为2.0人。,"长 ,占集团总销量 ,成为第一增长极 推进海外本土化制造、研发、供应链布局,提升韧性与合规能力 围绕主业搭建“星链”产投联动平台,并通过推进司库建设,增强产业链风险防范能力,进一步延链、 补链、强链 治理结构优化：完善结构,提升能效 产品与技术调整：聚焦智电,技术量产变现 完成监事会撤销、董事会审计委员会承接监督职能的治理改革,同步修订《公司章程》及配套制度, + 164.3 33% 与新修订的《中华人民共和国公司法》全面衔接 全面聚焦“新能源 智能化”,新能源销量 万辆,同比增长 2.0 完成董事会换届,聘任女性独立董事,进一步提升董事会成员多元性 落地半固态电池、“恒星”超级增程、“灵蜥”底盘 等新技术实现量产装车,技术水平达到行业 ESG 强化董事会专门委员会运作,完善 可持续发展工作机制,提升战略引领与可持续发展统筹能力 领先 “十五五”期间,上汽集团将坚持用户为本的经营理念,持续推进创新转型,加快培育新质生产力；坚持提质增效的工作导向,持续提升经营质量,不断增强核心竞争力,持续构建世界一流企业,形成主业更强、布局更优、响应更快、 动力更足的新局面,建设一个具有产品魅力、科技实力、机制活力,年轻人向往的“新上汽”。",
