"sample_id","stock_code","short_name","field_id","metric_name_cn","dimension","metric_type","candidate_status","value_candidate","unit_raw_candidate","unit_standardized_candidate","evidence_type_candidate","source_page","confidence_rule","precision_gate_status","rule_id","negative_category","severity","suggested_action","reason","evidence_context"
"R107","600171","上海贝岭","G_Q_010","腐败或违规案件数量","G","quantitative","candidate_found","247","次","次","native_text","35;67","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 247 超过保守阈值 100，高概率为其他指标或 OCR 串列。","培训次数 次 兼职员工人数* 人 33.0593 57.9620 62.4673 247 275 315 员工培训支出金额 万元 女性员工数量* 人 0.0155 0.0206 0.0197 36.22 36.09 35.92 每百万营收员工培训投"
"R109","600176","中国巨石","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","53;100","0.55","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","致辞 关于我们 ESG认可与荣誉 数说巨石 社会聚焦 治理之擎 智慧之翼 低碳之脉 人才之林 和谐之域 2025年度可持续发展报告 1,329 落实安全生产目标 员工培训总投入 万元 100 按性别、年龄、民族、层级划分的各类别员工参训比率均达 % 在“十四五”期间,"
"R110","600177","雅戈尔","S_Q_005","人均培训时长","S","quantitative","candidate_found","42","小时/人","","native_text","62","0.95","","R_TRAINING_INVESTMENT_FOR_TRAINING_HOURS","wrong_metric_or_context","high","flag_only_validate_against_gold","人均培训时长字段疑似命中培训投入/费用，而非小时或人均小时。","46 员工参保职工特种重病医疗互助保障： 人 2025年员工培训绩效 500 274.2 员工培训总投入金额 万元 员工人均培训投入金额 元/人 2025年, 42 100 1,785 呵护女性 员工人均培训时数 小时/人 员工培训覆盖率 % 公司共 名女性员工参保女工安康互助保障,并设立妈咪小屋,关爱孕 职工 100 8"
"R110","600177","雅戈尔","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0.53","人","人","native_text","10","1.0","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","5 423.34 44 16,662 0 0 % 亿元 次 人次 起 人 净资产收益率 净资产 投资者接待场次 安全培训总人次 发生重大安全事故 因工死亡人数 0.53 8.72 22 0 7,617.04 228 元/股 亿元 % 个 万元 项 基本每股收益 纳税总额 董事会女性占比 因安全与健康问题而 研发投入 累计获得专"
"R110","600177","雅戈尔","S_Q_012","研发人员数量","S","quantitative","candidate_found","38","人","人","native_text","38","0.65","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。","04 0.66 研发投入金额 万元 研发投入总额占营业收入比例 % 研发宗旨 研发基础 研发理念 364 2.00 研发人员数量 人 研发人员占总人数比例 % 38 2025年度环境、社会及公司治理报告(ESG)"
"R111","600178","东安动力","S_Q_015","客户投诉数量","S","quantitative","candidate_found","0","次","次","native_text","37","0.93","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","辅导,协助培育专业技术服务团队,提升客户产品使用与维护能 力。 信息反馈 质量保障部为客户提供分析报告或阶段性推进计划,并通过销售总公司同步处理结果。 公司在2025 年度的顾客满意度达到 93.09 分,相较于 2024 年提升了 1.78 分。客户满意度稳步攀升,客户黏性和品牌认可 分析投诉/故障的根本原因,依据《纠"
"R112","600179","安通控股","S_Q_005","人均培训时长","S","quantitative","candidate_found","29,939.23","小时","","native_text","21","0.98","","R_TRAINING_INVESTMENT_FOR_TRAINING_HOURS","wrong_metric_or_context","high","flag_only_validate_against_gold","人均培训时长字段疑似命中培训投入/费用，而非小时或人均小时。","年亮点绩效 1,096 313 员工总数 人 组织各类培训 场 100 52.95 员工劳动合同签订率 % 全年培训投入 万元 26.38 人均受训时长 小时 29,939.23 累计培训时长 小时 以人才为基石,筑就可持续发展的核心动能。我们积极响应联合国可持续发展目标,在良好健 康与福祉、优质教育、性别平等、体面工作和经济增长、减少"
"R112","600179","安通控股","G_Q_002","独立董事人数","G","quantitative","candidate_found","58","","人","native_table","11","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","header: 2 | 侯进平 | 男 | 非独立董事 | 58 | 硕士 | EMBA || 赵春吉 | 男 | 非独立董事 | 55 | 硕士 || 4 | 朱秋燕 | 女 | 非独立董事 | 41 | 硕士 | 统计学"
"R112","600179","安通控股","G_Q_002","独立董事人数","G","quantitative","candidate_found","58","","人","native_table","11","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 58 超过保守阈值 15，高概率为其他指标或 OCR 串列。","header: 2 | 侯进平 | 男 | 非独立董事 | 58 | 硕士 | EMBA || 赵春吉 | 男 | 非独立董事 | 55 | 硕士 || 4 | 朱秋燕 | 女 | 非独立董事 | 41 | 硕士 | 统计学"
"R112","600179","安通控股","G_Q_002","独立董事人数","G","quantitative","candidate_found","3","人","人","native_text","11","1.0","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。",",不断筑牢公司安全经营的治理基石,为战略实 筑牢安全经营底线 施和稳健发展提供坚实制度保障。 为完善公司治理结构,提升董事会决策的科学性和有效性,安通控股持续 3 优化董事会成员构成,推动董事会结构多元化。2025年,董事会共有9名 董事,其中独立董事3人,占比33.33%；女性董事1人,占比11.11%。董事 治理架构"
"R113","600183","生益科技","S_Q_015","客户投诉数量","S","quantitative","candidate_found","1","次","次","native_text","75;146","0.5","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","57 质量培训总时长 小时 19 8.63 34 产品和服 质量培训次数 次 9 10 18 按性别划分的新进员工 务安全与 客户服务 女性 人 300 302 236 质量 客户满意度调查"
"R113","600183","生益科技","G_Q_002","独立董事人数","G","quantitative","candidate_found","58","","人","native_table","54;104","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","header: 独立董事 | 男 | 2024.6.5-2027.6.5 | 58 | 博士 || table_5_row_1: 独立董事 | 男 | 2024.6.5-2027.6.5 | 58 | 博士"
"R113","600183","生益科技","G_Q_002","独立董事人数","G","quantitative","candidate_found","58","","人","native_table","54;104","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 58 超过保守阈值 15，高概率为其他指标或 OCR 串列。","header: 独立董事 | 男 | 2024.6.5-2027.6.5 | 58 | 博士 || table_5_row_1: 独立董事 | 男 | 2024.6.5-2027.6.5 | 58 | 博士"
"R113","600183","生益科技","G_Q_002","独立董事人数","G","quantitative","candidate_found","53","","人","native_table","54;104","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","header: 独立董事 | 男 | 2024.6.5-2027.6.5 | 53 | 硕士 || table_6_row_1: 独立董事 | 男 | 2024.6.5-2027.6.5 | 53 | 硕士"
"R113","600183","生益科技","G_Q_002","独立董事人数","G","quantitative","candidate_found","53","","人","native_table","54;104","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 53 超过保守阈值 15，高概率为其他指标或 OCR 串列。","header: 独立董事 | 男 | 2024.6.5-2027.6.5 | 53 | 硕士 || table_6_row_1: 独立董事 | 男 | 2024.6.5-2027.6.5 | 53 | 硕士"
"R113","600183","生益科技","G_Q_002","独立董事人数","G","quantitative","candidate_found","43","","人","native_text","54;104","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","、绩效考核及发 放调整机制。 谢景云 董事 女 2024.6.5-2027.6.5 46 硕士 资本运作 张莉 董事 女 2025.4.18-2027.6.5 43 硕士 会计 公司董事均不领取董事职务报酬,独立董事实行津贴制。任职董事、高级管理人员薪酬由基本薪酬、 邓春华 董事 男 2024.6.5-2027.6.5 5"
"R113","600183","生益科技","G_Q_002","独立董事人数","G","quantitative","candidate_found","43","","人","native_text","54;104","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 43 超过保守阈值 15，高概率为其他指标或 OCR 串列。","、绩效考核及发 放调整机制。 谢景云 董事 女 2024.6.5-2027.6.5 46 硕士 资本运作 张莉 董事 女 2025.4.18-2027.6.5 43 硕士 会计 公司董事均不领取董事职务报酬,独立董事实行津贴制。任职董事、高级管理人员薪酬由基本薪酬、 邓春华 董事 男 2024.6.5-2027.6.5 5"
"R113","600183","生益科技","G_Q_004","女性董事人数","G","quantitative","candidate_found","3","名","人","native_text","53;102","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","理 心 程 办 与 公司高度重视董事会成员的独立性与多元化建设,目前董事会由12名董事组成,其中独立董事4 行 部 理 部 部 中 公 政 部 心 室 名,占比33.33%；女性董事3名,占比25%。董事会成员专业背景涵盖企业管理、经济分析、资本 部 运作、会计及高分子化学与物理等多个领域,形成多元互补的专业结构,为公司"
"R115","600185","珠免集团","S_Q_009","因工死亡人数","S","quantitative","candidate_found","1598","人","人","native_text","44;84","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 1598 超过保守阈值 100，高概率为其他指标或 OCR 串列。","安全生产责任事故； 切实保障员工职业健康与安全。报告期内,格力 不发生公务时我方负主要责任的人员重伤（含）以上交通事故； 地产物业已通过ISO 45001职业健康安全管理体 格力地产物业ISO 45001职业健康安全 不发生损失30个工作日以上的轻伤责任事故； 管理体系认证证书 √ 系认证。 不发生直接经济损失50万元"
"R115","600185","珠免集团","G_Q_002","独立董事人数","G","quantitative","candidate_found","62","","人","native_table","16;28","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","与公司治理 领域,具备丰富的国企财务运营、审计风控与董事会履 职经验。 || 董事 | 男 | 45 || table_1_row_6: 独立董事 | 女 | 62"
"R115","600185","珠免集团","G_Q_002","独立董事人数","G","quantitative","candidate_found","62","","人","native_table","16;28","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 62 超过保守阈值 15，高概率为其他指标或 OCR 串列。","与公司治理 领域,具备丰富的国企财务运营、审计风控与董事会履 职经验。 || 董事 | 男 | 45 || table_1_row_6: 独立董事 | 女 | 62"
"R115","600185","珠免集团","G_Q_002","独立董事人数","G","quantitative","candidate_found","61","","人","native_table","16;28","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","领域,具备丰富的国企财务运营、审计风控与董事会履 职经验。 || 董事 | 男 | 45 || table_1_row_7: 何美云 | 独立董事 | 女 | 61 | 长江商学院EMBA,高级经济师,已取得上海证券交易 所独立董事资格证书。"
"R115","600185","珠免集团","G_Q_002","独立董事人数","G","quantitative","candidate_found","61","","人","native_table","16;28","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 61 超过保守阈值 15，高概率为其他指标或 OCR 串列。","领域,具备丰富的国企财务运营、审计风控与董事会履 职经验。 || 董事 | 男 | 45 || table_1_row_7: 何美云 | 独立董事 | 女 | 61 | 长江商学院EMBA,高级经济师,已取得上海证券交易 所独立董事资格证书。"
"R115","600185","珠免集团","G_Q_002","独立董事人数","G","quantitative","candidate_found","3","名","人","native_text","17;30","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","与年度经营目标指标的实现,珠免集团制定《董事、高级管理人员绩效考核与薪酬激 立董事工作制度》,充分发挥独立董事在规范运作中的积极作用。截至本报告披露日,公司共有3名独立董 励管理办法》,构建起业绩成果与薪酬分配相匹配的现代企业激励体系,充分调动和发挥董事和高级管理人员 事,占比33.33%。 的主动性、积极性和创造性,持"
"R117","600192","长城电工","S_Q_015","客户投诉数量","S","quantitative","candidate_found","0","次","次","native_text","41;61;62;84","0.93","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","长全程跟进处理。 长开厂集团售后服务管理体系认证证书 针对操作疑问、轻微服务瑕疵等反馈,公司须在4小时内做出响应,3个工作 一般投诉 二一三集团客户服务目标 2025年完成情况 日内完成闭环处理,由对应商务管理员或小组组长直接负责。 顾客满意度≥86% 已完成 准时交货率100% 已完成 指标 基准单位 2025年 客户"
"R117","600192","长城电工","G_Q_002","独立董事人数","G","quantitative","candidate_found","55","","人","native_table","16;30","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","header: 男 | 58 | 董事长 | 工商管理 | 硕士 || 男 | 48 | 内部董事 | 农业水利工程 | 本科 || 男 | 55 | 独立董事 | 区域经济学 | 博士 || 男 | 57 | 外部董事 | 法律 | 本科 || table_1_row_3: 男 | 55 | 独立董事 "
"R117","600192","长城电工","G_Q_002","独立董事人数","G","quantitative","candidate_found","55","","人","native_table","16;30","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 55 超过保守阈值 15，高概率为其他指标或 OCR 串列。","header: 男 | 58 | 董事长 | 工商管理 | 硕士 || 男 | 48 | 内部董事 | 农业水利工程 | 本科 || 男 | 55 | 独立董事 | 区域经济学 | 博士 || 男 | 57 | 外部董事 | 法律 | 本科 || table_1_row_3: 男 | 55 | 独立董事 "
"R117","600192","长城电工","G_Q_002","独立董事人数","G","quantitative","candidate_found","43","","人","native_table","16;30","0.46","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","|| 男 | 55 | 独立董事 | 区域经济学 | 博士 || 男 | 57 | 外部董事 | 法律 | 本科 || table_1_row_7: 男 | 43 | 独立董事 | 区域经济学 | 博士"
"R117","600192","长城电工","G_Q_002","独立董事人数","G","quantitative","candidate_found","43","","人","native_table","16;30","0.46","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 43 超过保守阈值 15，高概率为其他指标或 OCR 串列。","|| 男 | 55 | 独立董事 | 区域经济学 | 博士 || 男 | 57 | 外部董事 | 法律 | 本科 || table_1_row_7: 男 | 43 | 独立董事 | 区域经济学 | 博士"
"R117","600192","长城电工","G_Q_002","独立董事人数","G","quantitative","candidate_found","27","人","人","native_text","15;28","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","事占比66.67%,薪酬与考核委员会成员 面从严治党要求落实落地。 中独立董事占比66.67%,审计委员会成员中独立董事占比75%,且主任委员为会计专业人士。 27 28"
"R117","600192","长城电工","G_Q_002","独立董事人数","G","quantitative","candidate_found","27","人","人","native_text","15;28","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 27 超过保守阈值 15，高概率为其他指标或 OCR 串列。","事占比66.67%,薪酬与考核委员会成员 面从严治党要求落实落地。 中独立董事占比66.67%,审计委员会成员中独立董事占比75%,且主任委员为会计专业人士。 27 28"
"R117","600192","长城电工","G_Q_004","女性董事人数","G","quantitative","candidate_found","1","名","人","native_text","16;30","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","优势互补的董事会成员结构,着力提升董事会决策科学性与全面性。2026年3月,公司完成董事会换届 风险管理组织架构及职责 工作,现董事会成员共有9名,其中女性董事1名,独立董事3名,独立董事占比为33.33%。 负责确定风险管理总体目标、风险偏好及风险承受度,批准风险判 董事会构成情况 董事会 断标准、风险评估报告、风险管"
"R118","600195","中牧股份","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","43;84","0.925","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","3 从业人员职业伤害保险投入 万元 213.98 178.73 员工社会保险覆盖率 % 100 100 从业人员职业伤害保险覆盖率 % 100 100 员工流失率 % 6.50 5.7 安全生产责任险投入金额 万元 12.4 24.79 培训支出 万元"
"R118","600195","中牧股份","S_Q_012","研发人员数量","S","quantitative","candidate_found","468","人","人","native_text","43;84","0.93","","R_RD_AMOUNT_FOR_RD_HEADCOUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","研发人员数量字段疑似命中研发投入/费用/支出金额。",",318 0 研发投入 亿元 1.78 1.59 新入职员工总数 人 205 340 研发投入占营业收入比例 % 2.88 2.65 研发人员数量 人 477 468 应届毕业生 人 85 / 研发人员占比 % 12 11 社会招聘新入职员工 人 120 268 有效专利数量 个 420 394 劳动合同签订率 % 100 "
"R118","600195","中牧股份","S_Q_015","客户投诉数量","S","quantitative","candidate_found","17","件","件","native_text","43;84","0.93","","R_COMPLAINT_RATE_FOR_COMPLAINT_COUNT","wrong_metric_or_context","high","flag_only_validate_against_gold","客户投诉数量字段疑似命中投诉处理率/回应率/满意度等比例口径。","5岁（含）以下 人 1,236 1,457 客户满意度 % 98.7 94-100 按年龄：36岁-50岁（含） 人 2,011 2,071 客户投诉数量 件 17 / 按年龄：50岁以上 人 749 771 客户投诉解决数量 件 17 / 按专业：生产人员 人 1,725 1,950 供应商数量 家 485 / 按专业："
"R118","600195","中牧股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","100","人","人","native_text","44;86","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","/ 发布的临时公告 个 44 62 股东大会 项 11 20 回复中小股东问询次数 次 125 / 议案审核 董事会 项 66 78 中小股东问询答复率 % 100 / 董事会构成 董事人数 人 8 6 近五年累计分红总金额 亿元 6.10 / 按性别：男性 人 7 / 按性别：女性 人 1 / 外部董事占比 % 62.5"
"R118","600195","中牧股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","100","人","人","native_text","44;86","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 100 超过保守阈值 15，高概率为其他指标或 OCR 串列。","/ 发布的临时公告 个 44 62 股东大会 项 11 20 回复中小股东问询次数 次 125 / 议案审核 董事会 项 66 78 中小股东问询答复率 % 100 / 董事会构成 董事人数 人 8 6 近五年累计分红总金额 亿元 6.10 / 按性别：男性 人 7 / 按性别：女性 人 1 / 外部董事占比 % 62.5"
"R119","600196","复星医药","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","","native_text","129","1.0","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","理」多方面、多维度剖析事故直接、间接和根本原因,制定并落实纠正和预防措施,将 事故案例作为宝贵经验在本集团内分享交流,做到举一反三,以遏制同类事故再次发生。 2025 报告期内,本集团未发生重大安全事故和重大火灾事故,整体安全形势保持稳定。 年,本集团共 6 0.092 1 5 发生 起损工事故,全年损工事故率（不含厂外"
"R123","600201","生物股份","S_Q_009","因工死亡人数","S","quantitative","candidate_found","60","人","人","native_text","31","0.575","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","爱心捐赠 相关方安全培训 60 家。组织专职安全管理人员、特种作业人员及特种设备作业人员 例 培训219 人次,各项人员持证上岗率达 100%。 呼和浩特市土默特左旗、 托克托县、武川县等地"
"R123","600201","生物股份","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","30","1.0","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","控和隐患排查机制,关口部门坚决贯彻执行一岗双责,始 全年生产安全事故为零、 终做到把安全与各自业务工作同研究、同部署、同督促、同检查、同考核、同问责,严防各 2025年,公司全年无职业健康事故发生。依法进行了职业病危害因素的日常检 类事故发生。各级安全管理人员每周、月及节假日进行安全检查,并对可能存在的安全隐患 无火灾、"
"R123","600201","生物股份","G_Q_002","独立董事人数","G","quantitative","candidate_found","4","名","人","native_text","12","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。"," 公司董事会董事 风险管理文化,建立健全全面风险管理体系,包括：风险管理策略、风险理财措施、 维护股东权益。公司董事会由8名董事组成,其中女性董事1名；独立董事4人, 8 风险管理的组织职能体系、风险管理信息系统和内部控制系统,从而为实现风险管理 名 占比50%,独立董事均具有独立性,每届任期三年,最多可连任两届。董事会"
"R123","600201","生物股份","G_Q_004","女性董事人数","G","quantitative","candidate_found","1","名","人","native_text","12","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","medium","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。"," 全面风险管理 公司董事会董事 风险管理文化,建立健全全面风险管理体系,包括：风险管理策略、风险理财措施、 维护股东权益。公司董事会由8名董事组成,其中女性董事1名；独立董事4人, 8 风险管理的组织职能体系、风险管理信息系统和内部控制系统,从而为实现风险管理 名 占比50%,独立董事均具有独立性,每届任期三年,最多可连"
"R124","600203","福日电子","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","13","0.9","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","理标准、明确操作要求、规范工作流程,实 现安全管理全流程、全要素、全环节可控可追溯,为公司安全生产 各项工作的有序开展提供了坚实、全面的制度遵循和支撑保障。 2025 年公司严格落实安全生产责任制,全年无安全事故发生, 公司重点采取四项举措,全方位强化安全生产管理工作： 一是深化安全生产教育培训。二是丰富安全生产主题活动"
"R128","600210","紫江企业","S_Q_009","因工死亡人数","S","quantitative","candidate_found","50","人","人","native_text","47","0.3","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","部搭建统一的安全学习社区平台,对新入职员工、外包人员及外来司机实施标准化安 零事故 零伤害 零容忍 全培训与考评,相关人员须通过考核后方可上岗。该平台在事业部 50 余家单位统一推广,实现安 通过强化全过程风险管控,防 保障员工及相关人员作业安 对违反EHS管理要求的行 全培训模式一致、管理高效。 范环境、健康与安全事故发"
"R128","600210","紫江企业","G_Q_004","女性董事人数","G","quantitative","candidate_found","19.40","人","人","native_text","58","0.873","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","瓦时 职业病危害事故 起 131,760.86 156,608.15 节能技改 员工培训总时长 小时 - 3,555.00 3,765.00 8,547.00 19.40 22.76 年度节电量 兆瓦时 员工人均培训时长 小时 - 取水量 健康与安全 2,837,925.16 3,284,127.48 3,860,834.66 "
"R128","600210","紫江企业","G_Q_004","女性董事人数","G","quantitative","candidate_found","19.40","人","人","native_text","58","0.873","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 19.4 超过保守阈值 15，高概率为其他指标或 OCR 串列。","瓦时 职业病危害事故 起 131,760.86 156,608.15 节能技改 员工培训总时长 小时 - 3,555.00 3,765.00 8,547.00 19.40 22.76 年度节电量 兆瓦时 员工人均培训时长 小时 - 取水量 健康与安全 2,837,925.16 3,284,127.48 3,860,834.66 "
"R129","600211","西藏药业","S_Q_009","因工死亡人数","S","quantitative","candidate_found","0","人","人","native_text","50;96","0.93","","R_FATALITY_CONFUSED_WITH_SAFETY_ACTIVITY","wrong_metric_or_context","medium","flag_only_validate_against_gold","因工死亡人数字段疑似命中隐患排查、演练、事故率、安全投入或培训活动数字。","余次,同步开展季度新员工药物警戒基础知识培训、年度 全员药物警戒专项培训,持续提升全员药物警戒专业能力与责任意识；同时严格按照年度计划开展GMP、����年版《中 成品放行合格率 ���% 国药典》及生物安全专题培训,深化全员对合规规范的认知,推动合规要求深度融入生产经营全流程。 批次质量卓越 官方抽检合格率 ���%"
"R129","600211","西藏药业","G_Q_004","女性董事人数","G","quantitative","candidate_found","115","人","人","native_text","60;116","0.93","","R_BOARD_COUNT_RATIO_OR_RANGE","unit_or_value_type_mismatch","high","flag_only_validate_against_gold","董事人数类字段疑似命中占比、任期、章节号或异常大数，需核验是否可换算或应拦截。","护与 环保文化宣传 交易所互动平台回复投资人问题次数 次 �� �� 可持续分红 环保宣传与培训参与人数 人 ��� ��� 对外发布公告数量 份 �� �� 115 116"
"R129","600211","西藏药业","G_Q_004","女性董事人数","G","quantitative","candidate_found","115","人","人","native_text","60;116","0.93","","R_SMALL_COUNT_IMPLAUSIBLE_RANGE","wrong_metric_or_context","high","flag_only_validate_against_gold","小计数字段候选值 115 超过保守阈值 15，高概率为其他指标或 OCR 串列。","护与 环保文化宣传 交易所互动平台回复投资人问题次数 次 �� �� 可持续分红 环保宣传与培训参与人数 人 ��� ��� 对外发布公告数量 份 �� �� 115 116"
