field_id,dimension,subtopic_cn,metric_name_cn,metric_name_en,metric_type,value_type,definition,unit_normalized,units_accepted_raw,valid_range,aliases_cn,aliases_en,expected_evidence_type,materiality_default,standard_anchor,rating_logic_reference,extraction_priority,status_values,annotation_note,extractor_version,schema_version,rating_polarity,scoring_role,materiality_weight_default,applicability_rule,disclosure_gap_policy,scope_priority,evidence_priority,review_risk_level,normalization_hint,indicator_layer,primary_indicator_id,rating_role,applicable_industries,materiality_model,alternative_status_policy,scoring_denominator_policy,extraction_group,financial_rating_reference,v03_change_note
S_Q_015,S,客户,客户投诉数量,Customer complaints,quantitative,integer,报告期内收到客户投诉数量。,case,件;宗;起;次,>=0,客户投诉;消费者投诉;投诉数量,customer complaints;complaints received,native_table;text,行业相关,HKEX ESG Guide B6;GRI 418,产品服务质量和客户权益指标。,P1,disclosed;not_disclosed;not_found;not_applicable,金融、消费、医药等行业更重要。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,common_optional,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_016,S,客户,客户投诉解决率,Complaint resolution rate,quantitative,percentage,客户投诉处理或解决比例。,%,%;百分比;比例,0-100,投诉解决率;投诉处理率;客户投诉办结率,complaint resolution rate,native_table;text,行业相关,HKEX ESG Guide B6,反映客户服务闭环能力。,P1,disclosed;not_disclosed;not_found;not_applicable,若只披露处理机制而无比例，进入定性指标。,indicator_schema_v0.1,v0.3,higher_is_better,ratio_performance,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,S_Q_015,performance,全行业；按行业实质性调整权重,common_optional,"alternative_to:S_Q_015; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_017,S,社区,公益捐赠或社区投入,Community investment/donation,quantitative,currency,报告期内公益捐赠、社区投入、乡村振兴投入金额。,CNY,元;万元;亿元;人民币,>=0,公益捐赠;社会公益投入;社区投入;乡村振兴投入,community investment;donations,native_table;text,中,GRI 413;HKEX ESG Guide B8,社会贡献展示常见指标。,P0,disclosed;not_disclosed;not_found;not_applicable,区分公益捐赠、扶贫投入和商业赞助。,indicator_schema_v0.1,v0.3,higher_is_better,investment_or_contribution,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公益捐赠/社区投入总金额 > 乡村振兴投入 > 单一项目投入 > 志愿服务时长,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,high,统一到万元；评分时可结合营业收入或利润规模标准化。,core,,performance,全行业；按行业实质性调整权重,cross_industry_core,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_018,S,隐私安全,数据泄露或信息安全事件数量,Data breach/cybersecurity incidents,quantitative,integer,报告期内披露的数据泄露、隐私或重大信息安全事件数量。,case,件;起;宗;次,>=0,数据泄露;信息安全事件;隐私泄露;网络安全事件,data breaches;cybersecurity incidents,native_table;text,行业相关,GRI 418;上交所/深交所可持续发展报告指引,金融、互联网、医药等数据密集行业重要。,P1,disclosed;not_disclosed;not_found;not_applicable,未发生事件且明确披露为0，应记录为disclosed。,indicator_schema_v0.1,v0.3,contextual_disclosure,absolute_performance,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,industry_specific,,performance,互联网、金融、通信、软件、平台型企业优先,industry_materiality_adjusted,enable only when industry/business boundary is applicable,exclude_from_cross_industry_denominator_unless_applicable,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_019,S,产品责任,产品召回数量,Product recalls,quantitative,integer,报告期内产品召回事件或批次数量。,case,件;起;批次;次,>=0,产品召回;召回事件;缺陷产品,product recalls;recall incidents,native_table;text,行业相关,HKEX ESG Guide B6;GRI 416,消费品、汽车、医药等行业重要。,P2,disclosed;not_disclosed;not_found;not_applicable,若报告只披露无召回，应记录为0或定性证据。,indicator_schema_v0.1,v0.3,contextual_disclosure,absolute_performance,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,industry_specific,,performance,制造业、汽车、医药、消费品等产品责任行业优先,industry_materiality_adjusted,enable only when industry/business boundary is applicable,exclude_from_cross_industry_denominator_unless_applicable,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_Q_020,S,纳税贡献,纳税总额,Total tax paid,quantitative,currency,报告期内企业披露的纳税总额。,CNY,元;万元;亿元;人民币,>=0,纳税总额;缴纳税费;税收贡献,tax paid;total tax contribution,native_table;text,低,GRI 207;社会贡献类披露,可作为社会贡献分析，不作为核心ESG管理指标。,P2,disclosed;not_disclosed;not_found;not_applicable,与财报税费口径可能不同，保留原文。,indicator_schema_v0.1,v0.3,contextual_disclosure,investment_or_contribution,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,industry_specific,,performance,全行业可披露；财政贡献分析场景适用,industry_materiality_adjusted,enable only when industry/business boundary is applicable,exclude_from_cross_industry_denominator_unless_applicable,other,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_T_001,S,员工权益,员工权益保护政策,Employee rights policy,qualitative,text_span,劳动合同、薪酬福利、员工沟通、民主管理等员工权益政策。,,,,员工权益;劳动权益;薪酬福利;员工关怀,employee rights;labor rights,native_text,高,GRI 401;HKEX ESG Guide B1,人力资本管理基础项。,P0,disclosed;not_disclosed;not_found;not_applicable,优先保留具体制度或机制。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_T_002,S,健康安全,职业健康安全管理体系,Occupational health and safety system,qualitative,text_span,职业健康安全制度、ISO 45001、安全生产责任制等。,,,,职业健康安全;安全生产;ISO45001;安全管理体系,occupational health and safety;ISO 45001,native_text,高,GRI 403;HKEX ESG Guide B2,安全风险行业关键管理项。,P0,disclosed;not_disclosed;not_found;not_applicable,应包含制度、认证、培训或风险管控措施。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,3,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_T_003,S,多元平等,多元化与平等机会政策,Diversity and equal opportunity policy,qualitative,text_span,反歧视、多元化、平等就业、女性发展等政策。,,,,多元化;平等机会;反歧视;女性发展,diversity;equal opportunity;non-discrimination,native_text,中,GRI 405;GRI 406,用于评估人力资本管理质量。,P1,disclosed;not_disclosed;not_found;not_applicable,泛泛宣传语需谨慎，优先制度或行动。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,common_optional,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_T_004,S,人权劳工,禁止强迫劳动和童工,No forced labor and child labor,qualitative,text_span,防止强迫劳动、童工、人口贩卖等劳工风险的承诺或制度。,,,,强迫劳动;童工;人权;劳工权益,forced labor;child labor;human rights,native_text,行业相关,GRI 408;GRI 409;HKEX ESG Guide B4,供应链密集行业重要。,P1,disclosed;not_disclosed;not_found;not_applicable,如仅适用于供应商，应在source_text中保留范围。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,common_optional,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,human_capital,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_T_005,S,产品责任,产品质量与安全管理,Product quality and safety management,qualitative,text_span,产品质量、质量管理体系、产品安全、召回管理等机制。,,,,产品质量;质量管理;产品安全;质量体系,product quality;product safety;quality management,native_text,行业相关,HKEX ESG Guide B6;GRI 416,消费品、医药、制造行业重要。,P0,disclosed;not_disclosed;not_found;not_applicable,优先制度、认证、检测或召回机制。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_T_006,S,隐私安全,客户隐私与数据安全管理,Customer privacy and data security,qualitative,text_span,客户信息保护、数据安全、网络安全和隐私管理制度。,,,,客户隐私;数据安全;信息安全;网络安全;个人信息保护,customer privacy;data security;cybersecurity,native_text,行业相关,GRI 418;上交所/深交所可持续发展报告指引,数据密集行业关键议题。,P0,disclosed;not_disclosed;not_found;not_applicable,应包含制度、认证、技术措施或事件响应机制。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_T_007,S,供应链,供应商ESG管理机制,Supplier ESG management,qualitative,text_span,供应商准入、评估、审计、培训和整改中的 ESG 要求。,,,,供应商管理;供应链管理;供应商ESG;负责任采购,supplier ESG management;responsible sourcing,native_text,中,GRI 308;GRI 414;HKEX ESG Guide B5,反映价值链管理能力。,P0,disclosed;not_disclosed;not_found;not_applicable,不要把一般采购流程误标为ESG管理。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_T_008,S,社区,社区参与与乡村振兴,Community engagement and rural revitalization,qualitative,text_span,社区沟通、公益项目、乡村振兴、志愿服务等。,,,,社区参与;社区公益;乡村振兴;志愿服务,community engagement;rural revitalization;volunteering,native_text,中,GRI 413;HKEX ESG Guide B8,社会贡献和利益相关方关系指标。,P1,disclosed;not_disclosed;not_found;not_applicable,优先具体项目、投入、受益对象。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,common_optional,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_T_009,S,创新,创新与知识产权管理,Innovation and intellectual property management,qualitative,text_span,技术创新、专利、知识产权保护和研发管理体系。,,,,技术创新;知识产权;专利;研发管理,innovation;intellectual property;patents,native_text,行业相关,上交所/深交所可持续发展报告指引,科技和制造行业重要。,P1,disclosed;not_disclosed;not_found;not_applicable,若只有研发金额，归入定量研发指标。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,1,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,common_optional,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,social_value_chain,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
S_T_010,S,利益相关方,利益相关方沟通机制,Stakeholder engagement,qualitative,text_span,与员工、客户、投资者、供应商、社区等利益相关方沟通的机制。,,,,利益相关方;相关方沟通;实质性议题;重要性评估,stakeholder engagement;materiality assessment,native_text,中,GRI 2;GRI 3;上交所/深交所可持续发展报告指引,披露质量和议题识别的重要基础。,P0,disclosed;not_disclosed;not_found;not_applicable,若包含实质性议题矩阵，可作为后续分析输入。,indicator_schema_v0.1,v0.3,presence_maturity,management_presence,2,默认适用于全部上市公司；若报告明确说明边界不适用，可进入适用性复核。,qualitative_absence_requires_review; score_transparency_penalty_if_material,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,policy_section > governance_section > management_practice > case_study > index_or_toc,medium,定性项按存在性、制度完整度、目标/责任/绩效闭环分级。,qualitative_support,,management,全行业；按行业实质性调整权重,cross_industry_core,qualitative_support; use for management maturity and evidence explanation,include_in_management_maturity_denominator_when_material,other,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_Q_001,G,董事会,董事会人数,Board size,quantitative,integer,报告期内董事会成员人数。,person,人;名,>=0,董事会人数;董事人数;董事会成员,board size;directors,native_table;text,高,公司治理披露;GRI 2,治理结构基础指标。,P0,disclosed;not_disclosed;not_found;not_applicable,优先报告期末董事会人数。,indicator_schema_v0.1,v0.3,contextual_disclosure,absolute_performance,3,通常适用于全部上市公司。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,medium,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,cross_industry_core,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_Q_002,G,董事会,独立董事人数,Independent directors count,quantitative,integer,董事会中独立董事人数。,person,人;名,>=0,独立董事人数;独董人数,independent directors,native_table;text,高,公司治理披露;GRI 2,衡量董事会独立性。,P0,disclosed;not_disclosed;not_found;not_applicable,可与董事会总人数计算比例。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,3,通常适用于全部上市公司。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,medium,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,G_Q_003,performance,全行业；按行业实质性调整权重,cross_industry_core,"alternative_to:G_Q_003; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_Q_003,G,董事会,独立董事比例,Independent director ratio,quantitative,percentage,独立董事占董事会总人数比例。,%,%;百分比;比例,0-100,独立董事比例;独董占比,independent director ratio;board independence,native_table;text,高,公司治理披露;GRI 2,董事会独立性常见评价维度。,P0,disclosed;not_disclosed;not_found;not_applicable,如未披露比例但披露人数，可后处理计算。,indicator_schema_v0.1,v0.3,higher_is_better,ratio_performance,3,通常适用于全部上市公司。,not_disclosed_requires_review; score_transparency_penalty_if_applicable,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,medium,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,cross_industry_core,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_Q_004,G,董事会,女性董事人数,Female directors count,quantitative,integer,董事会中女性董事人数。,person,人;名,>=0,女性董事;女董事;董事会女性成员,female directors;women directors,native_table;text,中,GRI 405;公司治理披露,董事会多元化评价维度。,P1,disclosed;not_disclosed;not_found;not_applicable,可由董事名单推断，但首版只采明确披露。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,2,通常适用于全部上市公司。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,G_Q_005,performance,全行业；按行业实质性调整权重,common_optional,"alternative_to:G_Q_005; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_Q_005,G,董事会,女性董事比例,Female director ratio,quantitative,percentage,女性董事占董事会总人数比例。,%,%;百分比;比例,0-100,女性董事比例;女董事占比;董事会性别多元化,female director ratio;board gender diversity,native_table;text,中,GRI 405;公司治理披露,治理多元化指标。,P1,disclosed;not_disclosed;not_found;not_applicable,如只披露人数，可后处理计算但保留原证据。,indicator_schema_v0.1,v0.3,higher_is_better,ratio_performance,2,通常适用于全部上市公司。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,core,,performance,全行业；按行业实质性调整权重,common_optional,"primary_indicator; if missing, check explicit not_disclosed and alternative indicators",include_when_applicable,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_Q_006,G,董事会,董事会会议次数,Board meetings,quantitative,integer,报告期内董事会召开会议次数。,meeting,次;场,>=0,董事会会议次数;召开董事会,board meetings,native_table;text,中,公司治理披露;GRI 2,反映董事会运作频率。,P1,disclosed;not_disclosed;not_found;not_applicable,区分董事会、专门委员会和股东大会。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,2,通常适用于全部上市公司。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,G_T_002,performance,全行业；按行业实质性调整权重,common_optional,"alternative_to:G_T_002; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
G_Q_007,G,股东权益,股东大会次数,Shareholder meetings,quantitative,integer,报告期内召开股东大会次数。,meeting,次;场,>=0,股东大会次数;召开股东大会,shareholder meetings,native_table;text,中,公司治理披露,投资者权益保护相关。,P1,disclosed;not_disclosed;not_found;not_applicable,若只在年报披露，ESG报告缺失可标not_found。,indicator_schema_v0.1,v0.3,higher_is_better,absolute_performance,2,通常适用于全部上市公司。,optional_or_industry_specific; do_not_penalize_without_applicability_evidence,公司整体/合并范围 > 母公司/总部 > 园区/项目/案例；同一口径优先取报告期最新年度。,native_table > structured_text_table > narrative_exact_value > chart_or_image > manual_review,low,保留标准化单位；评分阶段再做行业分位数或阈值标准化。,alternative,G_T_004,performance,全行业；按行业实质性调整权重,common_optional,"alternative_to:G_T_004; record as alternative_disclosed, do not overwrite primary indicator",exclude_from_primary_denominator; count in alternative_disclosure_coverage,governance,借鉴MSCI行业实质性、Sustainalytics风险暴露-管理能力、S&P CSA同业比较、FTSE支柱-主题-指标模型；不复制专有权重。,新增主指标/组件/替代/行业适配/评级角色字段，用于区分报告披露适配与ESG评价口径。
